id,title,text,class1,class2
492,Patricia Bustos丨梦幻的复古未来公寓，女设计师大胆玩“色”！,"Patricia Bustos
该项目位于马德里伯纳乌一栋60年代的建筑中，这里光线充足非常适合色彩明亮的室内设计。该建筑包含了四间卧室和三间浴室，以及一间客厅。
客厅利用白瓷的元素，加上带有黄铜细节的餐椅来点亮室内空间。紫色的躺椅加上墙角粉色荧光灯的设计，为整个就餐氛围添加一分时尚感。
餐厅延续了主客厅的元素，通过推拉门将厨房与起居室隔开来，确保了私密的空间。餐厅采用清新的柠檬黄来点缀，看上去清新舒适。
设计师利用现代和复古两个风格相结合，同时用柔和的色调和纹理、彩色玻璃、大面积的插画设计来诠释一个色彩鲜明的空间。
这栋独特的公寓位于一栋1950年的建筑内，具有马德里当地的黄金地段典型建筑。在这里，柔和的色彩再次成为主角，各路缤纷的颜色营造出轻松而优雅的环境。
艺术品和灯具在这里就非常地吸引人的注意力，粉嫩的墙纸充当了主要的角色，不同的体积、有机形状和原材料紧密地联系在一起。
浅绿色的墙壁衬托出一股清新俏皮的氛围，墙壁上粉嫩的花瓣吊灯增添了少女心的气息。
Patricia Bustos
Patricia Bustos Studio以从事新事物和不同事物为工作理念，利用米兰前卫、中世纪现代和疯狂的六十年代风格来建造明亮且前卫的室内设计。工作室从事私人住宅、酒店、办公室和商店的室内设计项目，她们擅长通过寻找美丽的房屋来改善人们的体验。",住宅空间,公寓
493,新作  王舒森：家人闲坐，灯火可亲,"虚灵与写实，对立与融合，将艺术的点滴渗入生活之中，
以美学态度去解读生活品格，归到生活本初，是我们需要重新探究的方向。
本案立意于空间的诗意，大面积的木饰面，辅以纯净的白与沉稳的黑为点缀之笔，删繁就简于方寸间展现生活本真，打造诗意栖居的理想之家。
如此的空间，可以是家人闲坐、灯火可亲，可以是独善其身、静听自然，可以是三三两两，亦可以是独享午后。
整个空间彰显优雅的气质，客厅运用简练的设计，沉稳低调的灰色皮质家具与极致简约的空间相得益彰，巧妙通过舒适设计理念赋予空间诗意之美。在简明的线条里，光影、材质与色彩的互相平衡，营造精致而不造作的画面。
电视背景墙的不规则几何折面与半隔断设计给予人灵活自由感。临窗而设的偌大飘窗延伸休憩空间，同时引入窗外繁华的城市天际线，开启自我个性的一隅。
开放式的布局以玻璃移门把餐厅和厨房连接起来。
清爽的风格让餐桌上的每一道菜都变得独特起来。
空间设计上跳脱出了固有化、标准化的藩篱，重新拆解、整合空间，对现代生活进行再创造。
暗色系玻璃移门使公共空间更流畅与贯通，可分可合，规从而划多元生活与人居体验，为家庭活动及情感交流创造更多机会。
用温和而内敛的气质勾勒安心入睡的场景，原木色木饰面与留白墙体编织了一个舒缓充盈的场域，对美梦也充满憧憬。
橙色床品的暖意和质感，也让居住者体会到一直以来都被精心打理着的亲切。
体块式隔断将书房纳入卧室的空间领域，当代艺术被融入到饰品、书籍、家具细节等各处，通过各种样式的组合搭配，形成强烈的视觉符号和空间印迹。利用百叶窗配合制造出光影效果，空间更空灵生动。
面对陈列的衣物，不同的光影变化、角度折射，模糊了精致时尚与慵懒散逸的界限。
淡雅的色调、几许简洁的器物，不盈满、不刻意，却能将品质感、仪式感淋漓尽致的体现。
极具现代感，黑色、米白两种大理石的混搭，在极简空间里多了些细腻，恰到好处的品质与内涵，玻璃移门有存在感又不阻碍视觉延伸，整个空间层次丰富但又显得十分明净爽洁。
“一家人一天的好心情，皆从晨漱开始。”
空间张弛有度，简素床品与白色相接，玩偶装饰的引入，让空间氛围一下子变的童真起来，用柔软的心境去描绘一场童趣世界，留一段欢乐时光。
家不只是一套房子，它还是情感与爱的交融之所。
它像一个有温度的媒介，观照生活与成长的交互。
所谓“家人闲坐，灯火可亲”
我想便是一个家最美好的状态吧。
当月光散落，万家灯火之中总有一抹在诉说我们的故事。
项目名称 / 家人闲坐，灯火可亲
项目地址 / 浙江温州
项目面积 / 164㎡
完工时间 / 2020.12
温州豪诺装饰有限公司 主创设计师
CIID中国建筑学会室内设计会员
2017年第十一届大金内装设计大赛空间设计奖
2018年M 中国高端室内设计大赛全国城市榜TOP900
JOSHUA ZINDER ARCHITECTURE DESIGN LLC
（美国建筑设计事务所）交流生
2019-2020 40under40中国（温州）设计杰出青年
2020-2021 40under40中国（温州）设计杰出青年
金筑奖-2020中国（瑞安）十大居住空间设计师
2020中国住宅优胜奖
新作 | 大唐 赛拉维：情绪的色彩，唤醒生活感知
【惊艳】均价1600万的顶级豪宅大平层是怎么设计的？
新作 | 品质大宅，理想的生活范本！
设计师必看！2021工装高清案例大合集来了！！！
新作 | 中粮·京西祥云",住宅空间,其他住宅空间
494,极致的北欧风，这才叫格调！,"Sundling Kickén北欧家居室内设计工作室，由设计师Elin Kickén, Evalotta Sundling创建，她们创造的室内陈设充斥着强烈的极简主义美学。以简约利落的线条勾勒空间轮廓，色调沉稳而大气，给人以简洁爽利的大气感。
Foto: Kristofer Johnsson
注重品质、耐久性和永恒性，Sundling Kickén的设计不仅体现在高端材料和精湛的工艺上，更多的是想要体现北欧的设计美学，用最简单的形式，去营造安然、静谧与祥和的氛围。
Foto: Rich Stapleton AD: Therese Sennerholt
瑞典斯德哥尔摩北部一个美丽的家，由Sundling Kickén
结合现代和质朴的农舍细节，整个空间装饰十分精致，超清新自然风格，营造出低调而又现代的外观。
Länna Möbler - Therese Sennerholt
Foto: Erik Lefvander
Sundling Kickén利用木色搭配客厅浅色的软装，使得整个客厅元素很丰富不空洞。没有过多的装饰，布艺沙发和实木茶几的存在，让北欧风立显，给人一种低调华贵的感觉。
Foto: Rich Stapleton AD: Therese Sennerholt
在一片平静的大西洋作为背景下，Sundling Kickén以日式和北欧简约风格展示，
在温暖而金色的灯光下非常和谐空间。
Foto: Kristofer Johnsson
木色 白色的空间，颜色搭配得很舒适，呈现简约大气又舒适的感觉，散发着浓浓的北欧气息。
Foto: Kristofer Johnsson
Sundling Kickén以浅性色的北欧简约风格设计，
每个细节都很有品位，自然原木色的简朴，自然清新，淡雅温馨，能给都市中浮躁的心灵平静下来。
Nordiska kök
Foto: Osman Tahir
厨房比较宽敞明亮，整体空间以白色和原木色交融，搭配灰色的墙面乳胶漆低调不张扬，错落有致的操作台搭配上美好的小插花，共同营造出了一个优雅恬静的氛围。
Residence Magazine
Foto: Mikael Lundblad
Sundling Kickén运用简约流畅的线条，暗色调和温暖材质，营造出亲密而又温情的氛围。摒弃了复杂的造型，只是浅灰色的墙面搭配上原木色，整体简洁又雅致。",住宅空间,其他住宅空间
495,170㎡轻奢,"Sergey Makhno Architecs新作，面积170㎡的私人公寓，由设计师Alexander Bokhan设计，精雕细琢的艺术质感，舒适优雅的豪宅风尚。
在接触这个项目时，Alexander Bokhan心中已有规划，对细节十分讲究。客厅的沙发背景墙，带来了强烈的视觉感官，地板则是以深木色作为基底，与浅色家具共构豪宅的气韵。
餐厅与厨房共用一区，整洁而富有层次感，材质的纯粹也使得空间更为的简洁和现代。黑色的大理石餐桌，浅灰色的餐椅，营造出舒适的用餐氛围。
简约的玄关以深灰色为主与白色相搭配，镜射通透挑高的视觉感受，整体设计无不透露着一种简洁大方，色泽搭配和谐自然。
卧室藉由灰藕色提升优雅氛围
，主卧规划了衣帽间，发挥强大的收纳机能；主卧还拥有干湿分离的独立浴缸，令人彷彿置身五星级酒店的放松情调。
没有过多的装饰是这卫生间的主要特点之一，巧妙搭配自然质感的石材以及灯光元素，赋予空间生动的魅力。
步入式衣帽间现代时尚，不需要打开所有的壁橱，去找一样特定的东西，只要走进房间就能看到，这样的计划显然会节省时间。
次卧摆放两张床，由业主的两个儿子居住，水泥灰的墙面，白色的天花，不仅提亮了空间而且放大了视感，此时再加书柜和学习台，一个功能齐全且效果美观的卧室也就出来了。
在孩子的浴室中，水泥灰的墙面，简约的洗手台，镜面的轮廓灯，既扩大了视觉空间又与整个风格十分搭调，空间更有艺术感。
木作质感的书桌搭配透亮玻璃造型的书柜，
透过色系与材质的安排，提升整体空间温度与感受。
Alexander Bokhan
Sergey Makhno Architects，乌克兰设计与建筑工作室，从0平方米开始设计空间，一米一米地创造新世界，为了使周围环境更加美丽，将设计变成了艺术，不仅是观赏，而且是生活。
PH Apartment
现代公寓是极简主义的殿堂，Sergey Makhno
专注于基本材料-木材，玻璃，混凝土，并辅以华丽元素。
就像客厅里的未来主义雕塑或卧室里的黄色椅子。简约主义在室内占主导地位，这里唯一的奢侈品就是内心的平静。",住宅空间,平层
496,平层丨木质、岩板、金属格栅，都市精英的生活空间  涵瑜设计,"Living in the high
云寓意（在高层）看云卷云舒。栖寓意居住停留
这是为本案业主设计的第二套房子，与业主自然形成了一种默契，六个月完成了这套作品。人才是空间的灵魂，好的空间内有一位美丽又睿智的女主人，将自己的生活理念一一落地。高级与舒适牵引着房屋的每一个角落，流畅的动线交织成优雅，空间之旅由此展开。
诠释着居住与社交的平衡，
三口之家成员的私密空间与家庭公共空间的平衡。
空间的流动与分隔，流动则为一室，
分隔则分几个功能空间。
希望营造沉稳的步调，让时间彷彿放慢脚步，
在都市繁忙快速的环境中亦不忘享受当下的生活。
A living room
空间是一种完美的融合与平衡，黑色木饰面板基底搭配优雅轻盈的金属格栅，宛如沉稳内敛的男主与知性轻盈的女主。在悄无声息之中，营造出丰富的层次感，为空间注入灵气。
地面上鱼肚白的纯净串联生活的各个空间，通过经典色调来呈现空间的比例感，开放式设计延展了空间格局，木饰面板和岩板恰当的区分了空间的使用性。
简洁干净的无主灯设计，使得整个空间透露出谦谦君子，沉着稳重的气质。
金属格栅阵列排序，搭配大理石石材电视柜台，在满足功能的情况下，少即是多，用“减法”的设计方式，去实现高级的状态。
绿植、摆件构成的小景，意蕴绵长，给空间一种向上的生命力和张力。
融为一体的开放式中西厨，打通略显逼仄的厨房墙体后，餐厨一体化，增加了宽阔的岛台。开阔的中西厨轻奢现代，岛台是整个中西厨的灵魂，是连接灶台与餐桌的中间地带，既可以是一个操作空间，也是一个温馨的交流区域。
在用餐区，潘多拉大理石台面与固定空间整体式岩板岛石头柜台相得益彰。餐厅作为承载家人情感的纽带，也是一个集沟通、陪伴、味觉享受为一体的重要空间。
精致的会客厅，也可用作书房。木质元素纯粹的营造理性的质感，透露出优雅与迷人的气质，空间排除一切冗余的线条，力求大气沉稳。释放出落地大玻璃，拥揽绝佳的视野与采光。
走廊经过精炼，在进入更私人空间的旅程中散发出一种稳重的感觉。
Master bedroom
暗色系的空间，整体以冷静包容的木质为半墙基调，神秘与静谧之间，散发沉稳安心。
抹去空间内外的界限，增加空间的连贯性，消除空间的隔阂，达到融合的目的。展示了居住者优雅魅力的格调生活。
Childrens room
温柔一生时光，辅以浪漫细腻的粉紫色，可随意变动的家居空间，陪伴着主人成长。
映着白纱透过的光影，意境温和，让小公主在静谧氛围里，串联新旧时光，自在行走。
Second recumbent
次卧的以简约素雅作为空间主轴，由灰调铺陈，传达出温情而平和的情绪。
Master toilet
简约的空间设计细腻而含蓄，以优雅大气的鱼肚白做空间点缀。
户型方正，格局规整，南北通透外加双阳台，在户型优势的基础上设计师更优化了空间，取其缺点加以改善完美空间。当把空间的规划放在第一位之后，拆掉多余隔断，就可以在视觉上扩大空间的总面积，并能为公共区域增加更多采光。
打通原先略显狭小的厨房墙体打造开放式中西厨，并增加宽阔的岛台，连接灶台与餐桌的中间地带，餐厨一体化。
改变儿童房开门位置，并“借”出了一整面属于中西厨的收纳空间，烤箱、蒸箱、嵌入式冰箱尽收纳于此，操作空间与收纳空间非常之宽裕。
拓宽略显狭窄的走廊空间，将次卧与次卫的墙面向里推。
衣帽间替代了原先的书房空间，衣物收纳空间都集中收归于此。
餐厅旁边的小卧室以书房代替，可看书，可会友，可小息。
面积户型丨207㎡（3室）
常住成员丨一对夫妻 女儿
主要材质丨金属、木饰面、岩板
2019营造家奖年度最佳大户型设计奖
2019第六届中国人文设计大赛芒果奖 TOP20
2019法国 INNODESIGN PRIZE 国际创新设计大赛（亚洲区晋级赛）
2019M 中国高端室内设计大赛年度影响力TOP100
2019年台湾《TINTA金邸奖》入围
2018中国美好生活空间设计大赛年度百强TOP100
2018M 中国高端室内设计大赛年度影响力TOP100
2018一兜糖最有温度设计师
2018好好住营造家奖提名奖
2018卡萨帝杯最具人气设计机构
2018卡萨帝杯设计精品邀请赛公寓类银奖
2017祝融奖设计大赛深圳赛区铜奖
2017鹏鼎奖设计大赛公寓类银奖
2017好好住全国最受欢迎设计机构
2017好好住营造家奖
2016鹏鼎奖豪宅类佳作奖",住宅空间,平层
497,软装设计，丰富内涵,"Airbnb上位于加州沙漠里的一间出租房屋，同时也是一个设计展示厅。
设计师Oscar Piccolo在伦敦的住所完美地体现了他的设计风格。
设计师John Sorensen-Jolink和Phoebe Sung联合设计的布鲁克林别墅。
温暖的彩色抽象地毯、有趣的几何形状家具、Home Union的经典古董，这些元素之间就像有一种奇妙的魔力。
Home Studios工作室设计，这座位于纽约的住宅巧妙地将复古风和瓷砖混合在一起。",住宅空间,其他住宅空间
498,赛拉维设计CLV.DESIGN丨赛拉维设计丨样板间丨保利-赛拉维：都市家居新模板，气质奢居的无限可能！,"随着当代都市艺术审美的流中，任何设计样式都没有标准的模数，如同任何人的生活没有办法被复制。
人们对于空间的需求更加多元化，置身社会潮流，徜徉灯红酒绿，这世界如此喧闹，你和我不如将声音放的更低些，或者干脆用眼睛来说话。
遇见优雅与低调的超跑绅士
无论你身处何方，无论是四分之一英里的赛道还是跨越大半个地球的距离，我们生命中最重要的东西，就是这屋檐下的人。构造一个空间并不难，难的是给这个空间一个灵魂，一种情感。
设计师将以阿斯顿马丁超级跑车作为灵感，在注重空间品质与奢华的同时，也希望赋予空间家的温度。在这里，我们将看到对生活最纯粹的追求。
激活感官的材料和纹理，形构出一个与身份气度相匹敌的精神生活场。集奢华与高质感于一体的艺术场域内，无论你在哪一角度观摩，皆难掩其锋芒。
大牌喜爱的橙色元素，调剂着这沉稳基调的空间，为整体的和谐基调延绵出动态之美。人们憧憬着透过某种风格的内蕴，找到建立自己独特生活方式的契机。
皮革与金属材质的碰撞，高冷时尚的质感，巧妙的为空间赋予可感知的生活态度。主卧与主卫相隔一扇玻璃柜门，灯带反射出柔和的光辉，生活而仪式感在此体现。
空间里特定的材质及颜色不停重复出现，但又都以不用的方式呈现，串联着整个空间，稳重而不失灵动。每个人都向往有一个安静的角落，可以静下心用自己的节奏感受生活的美好。
潮玩是有趣灵魂的桥梁，恣意是这世界上最重要的奢侈品，童心需要好奇世界的能力来守护，不如留一方净土，撒欢、纵情、天马行空，安放永不降温的童心。
生活实质上是精神的再现，空间的精神容纳着人对自由的无尽追寻、对生活的无限期冀。一处居所，容纳生活的百种可能，既有人间烟火的生活气息，也要点燃感官的艺术氛围。
走入[灵思妙想的殿堂]
设计师本次设计的灵感就来源于迪奥2020年春夏系列大秀，选择以顶级奢侈品牌迪奥为空间设计思路主线，赋予空间宁静高贵的视觉感受，同时贴合当下迪奥大秀花园主题，希望用纯粹的感染力和艺术效果，刻画品牌的细腻与独特精神。
迪奥是优雅，卓越与奢华的完美呈现。设计师呈现的空间基调简洁、纯粹，辅以森林绿点缀，灵动透气，跳跃的色彩能使视觉有新的审视。带着自然系色彩，不经意的小软饰呼应，有生活，有温度。
纯净的米白色给人内心的安宁之感，搭配原木色和金属质感，一抹森林绿色点缀，丰富了层次，赋予空间无限的生命力，同时细节之处装饰也尽体现着奢侈品品牌迪奥的精致。
以艺术生活为基调，融合时尚金属材质和质感皮革材质摩擦碰撞，描绘出一个多样性的空间感，不仅是一种视觉感受，同时也是一种低调美奢生活体验。
次卧室整个空间呈现静谧而和平的气质，软饰细节之处的点缀，寻得适宜生活的温度平衡。
“花园”这一设计主题在儿童房继续延续，仿佛踏入了一个丛林小公主的领地，粉绿主色调墙纸在空间中勾勒，梦幻而童真。打造了一个童话般的幽静天地，亦能传递出这片空间独特的活力与温度。
正如迪奥先生所说，DIOR一直是华丽与高雅的代名词。在空间中的色调搭配，材质碰撞，精致饰品，每一处细微都尽显出生活意趣，构筑出不可多得的优雅时光。
大隐于市，温润如玉，忽而抽身忘繁杂
孔子曾说“君子于玉比德。他认为玉具有仁、知、义、礼、乐、忠、信、天、地、德、道等君子之风。温润而泽，仁也；缜密以栗，知也；廉而不刿，义也；天下莫不贵者，道也。
玉的文化就是中国四千多年的文化，它是东方的一种特殊文化，它充溢了中国整个的历史时期，因而形成了中国人对玉的崇尚。
空间的高贵气质与轻盈感成为贯穿设计的两大诉求。东方的典雅与玉石之美借助流转的花艺、阳光与跃动的情绪呈现。玉石与东方风格的碰撞，在传递别具一格的美感之际，也为东方风格提供全新的设计灵感。
进入餐厅，运用最纯粹的木饰面来打造人们对用餐环境的感性需求。木质墙面配合柔和的发光玉石，令空间柔软而优雅。
主卧在延续自然优雅的格调上，注重营造视觉层次感。雕花床头背景使用皮革材质，切割出有质感的肌理，触感同时呈现纾压的寝居氛围，营造一个真正能够安适休息的私密空间。
老人房贯穿东方韵味的素雅与庄重，沉静儒雅的床品，营造出朴实的氛围，给人一种气定神闲的感受。
儿童房以玉音缭绕为主题下产生，背景采用高级胭粉色，配以实物樱花，提升空间格调，使孩子在空间中轻松自在的发掘兴趣，尽情展现率真自我。
厨房U字型布局，满足洗切炒基本功能，十分便捷。定制橱柜用色纯净清雅，让人沉浸其中，家的烟火气息悄无声息的触动心灵。
空间衍脉自深厚邈远的传统文化，兼纳创时空设计自身的理念——“承袭人文之间，创新意想之余”，构就一场文蕴绵长的回归之旅。室内禅韵邈远，令东方之雅于日常中娓娓道来；室外清潭映树，自然万象的朴素之道浸润人的内心，人景合一，达至和谐。
项目名称：天津保利云禧样板间
甲方公司：保利（天津）房地产开发有限公司
设计公司：赛拉维设计CLV.DESIGN
设计主创：徐蓉 杨贵钧
设计团队：张丁柠 杜贵龙 高佩佩 胡京晶 宋磊
空间摄影：一千度视觉、一空一间
赛拉维CLV致力于地产研发与设计创新一体化。专注于营销中心与会所、商业空间与酒店、高端地产样板房、住宅产业精装产品线研发与标准化、软装陈设艺术设计与实施等定制化设计服务。 赛拉维CLV与国内领军房企联合研发新一代住宅产品。我们以严谨的研发逻辑、专业的整合能力加以系统的管理经验，助力合作伙伴制定标准化体系，协助其确立或完善产品线的设计管理及运营标准。我们始终坚持与智慧的业主做有逻辑的产品。 赛拉维CLV历经9年沉淀，共荣获300余座国内外设计大奖，造就这支凝聚共同梦想的200人设计团队，设计作品已遍布全国各大主要城市。我们秉承“ 设计美好生活 ”的设计哲学，已将“ 赛拉维CLV ”打造为影响中国当代设计发展的企业品牌。 所有岗位求贤若渴，欢迎一起设计美好生活!",住宅空间,样板间
499,一个大男孩的家  蕓禧.良筑 石子出品,"项目名称：一个大男孩的家
主创设计：石子 孔魏躲
一个大男孩的家，不要顾忌什么，就是可以随心所欲。建筑面积160平，只要两个房间，设计风格奔放或内敛？自由或秩序？并不要这些逻辑，任性着来吧，把整个空间打开到最大，配色大胆无顾忌，采用了大量的黑色复古定制线条配上羽毛灯，诠释出了另类的酷酷的复古空间，在这个空间里我们或买或定制了近十个品牌的家具，设计师要做的是让它们在一同个空间里，相互映衬而不显突兀。
我只想做特别的家给我特别的客户
凡是自身感到独具有趣味的空间才值得眷恋
我希望我的客户喜欢我为他们设计的家
第一次这个大男孩来找我的时候，可能是因为我们都不擅长沟通，在简单沟通后，我本着负责任的心理认真对他说，我感觉我不合适你。我推荐另一位设计给你吧，我不知道他当时是带着怎样的心情离开的，过了几天他又来了说他好像还是喜欢的的风格。回想起来。我在想那时候难道我不要还房贷的嘛。怎么可以如此任性。特别感谢他的执着，因为合作了才知道，无论从默契、审美、配合度上讲都是很完美的。
这个面积160平的房子，只做了两个房间，高空完成了高难度的6米长的落地玻璃安装，满足了客厅区域完美的视觉感受。16层高，1吨重的玻璃安装是个难题，就在我要放弃时，这个大男孩说，不改方案就这么做，他来想办法，然后他就办成了。我是与人与事都找感觉，不喜欢强求缘分，那这个大男孩却是带给我意外惊喜的了，因为他是一个不循规蹈矩的客户，而我也是不讲规则，喜欢用色彩的设计师，设计过程中，我提方案他认可并执行，很少提出不同的意见，这样的配合才有了很好的落地效果。
我找到一张手机里很早就收藏的一张桌子，我说我喜欢，你喜欢吗？他看了看对我说他可以做出来，我认为难度系数很高，我不以为然。没想到他在自己工厂研究，一天传给我完成后的视频，几乎和我给我图片一样，我拿着手机惊到下巴要掉下来了，心里满是佩服。
难怪家里是从事整木定制的20年的老厂了，他之前说的那些很牛的数据、发明专利
这回我是真的信了。虽然没有见过他口中的父亲，那个一直在跟实木较劲的企业家，也是一个玩转实木的老艺人。从这个大男孩身上能看到他父亲执着的影子。
最后我认为我要说的都写完了，我突然想明白我为什么第一次要拒绝他了
是气场，对一定是富家公子的气场，以及对话中的老成，让我内心的自卑感在作祟。
定是觉得自己仅有的半点才华不足以匹配他想要的家，于是就开始假装漫不经心，佛系接单的懦弱方式，哈，其实每一个作品都有许多的故事要讲，我总是絮絮叨叨从不讲设计本身，每个设计从开始到落成，最打动我的永远是过程中的趣事，而不是什么设计手法。
雲禧.良筑【石子出品】创始人，设计总监
蕓禧.良筑成立与2005年，我们是一家小众的设计公司
公司很小但很特别，我们从未用过业务员
业务来源基本靠的是口口相传
我们是一家不着急的公司
我们坚信室内设计不单单是视觉感官的完美呈现，更是人与空间的互动
我们没有华丽的语言，凭直觉做事。
我们珍惜每一次机会，把全部的精力都投入到工作中，全神贯注做好设计。",住宅空间,平层
500,DAMIEN LANGLOIS新作巴黎现代主义美学奢寓！,"在圣路易斯岛的巴黎圣母院
巴黎大教堂的阴影下生活
可能是可以实现的最好的梦想之一
相信这家位于独特地方的
设计师Damien Langlois如此认为
我对天花板和墙壁进行了相同的处理
以营造出温暖如茧的感觉
相邻的房间显得更加雄伟壮观
绿墙源自17世纪挂毯中发现的一种灰绿          P. 02
带有Delfi大理石桌的餐厅，Carlo Scarpa的复古设计（1968年）       P. 03
客厅向弯曲的线条致敬：Trevira Avalon沙发和Libellule吊灯             P. 04
背面的侧板上方展示了乔治·鲁斯的大型作品Lambda            P. 05
地板上铺有Pluie地毯        P. 06
卡拉卡塔奥罗大理石壁炉区装饰了几乎单色的调色板         P. 07
此不同空间的透视图显示了
该客厅相对于背景颜色的变化
在前台，由Sahco公司的
JoséLeite de Castro设计的
Havana扶手椅，装饰有Avalon织物
科斯蒂亚（Kostia）创作的火山烟灰缸                 P. 09
天然橡木盒子为厨房增添了温暖
顶部由阿拉贝斯卡托大理石制成
在地板上，有一张由Tim Orr签名
并购自AurélienGendras的陶瓷凳子
Panda Blanco大理石的美丽纹路
天然橡木柜子绘制出优雅的形状
这种材料也是覆盖浴缸的皮肤
它以Nicolas Moulin的铅笔素描加冕
DESIGNER 达米安（DAMIEN LANGLOIS），设计师
法国最重要的室内设计师之一，“高级时装”家具和空间的创造者，正如他本人所定义的那样。他曾为Zimmer   Rohde，Pouenat，SéLondon等公司设计过作品集。他的风格基于清醒，纯正，永恒的优雅以及精致与简约的艰难融合",住宅空间,平层
501,平层丨210㎡超大横厅，精装房蜕变后现代空间  宏福樘设计,"本案屋主为美好的三口之家，夫妻在2019年买了这套房，但因为是传统的精装房，所以空间显得过于沉稳老气，和才刚过30的他们气质非常不搭。女主人希望家里有更多温柔浪漫的色彩，能把自己喜欢的东西通通放进来，在周末的时候与家人、朋友一起休憩、聚会，让日常的生活变得更有仪式感。
高标准精装房，过多拆除会造成不必要的资源浪费，所以我们的设计基础为协调原始主材部分（地板、吊顶），在其之上利用乳胶漆、墙布、定制柜改善空间色彩问题。再利用现代感极强的软装家具，将原本老气横秋的精装房定制为全新的拥有屋主气质特色的后现代空间。
原始玄关为酒柜 吧台，颜色深沉，完全与屋主生活习惯及气质不符。我们将其拆除后改造为3250mm 580mmL型储物空间 西厨，再根据女屋主身高打造长1200mmx宽600mmx高880mm的岛台，方便她平日里为女儿烘焙蛋糕，准备水果使用。岛台右侧增添1980mmx380mm的鞋柜，满足家人的鞋类放置。区域色彩改变为灰色调，通过材质与纹理的变化营造优雅而富有质感的空间氛围。
保留原始吊顶的石膏线条及地面瓷砖，拆除电视墙，重刷乳胶漆，是将女屋主喜爱的灰、蓝、绿进行中和后调配制成。阳台纳入客厅区域，增加空间亮度，让精装房在视觉上显得更为清爽。轻快明媚的色彩及充满艺术气质的挂画、沙发、凳椅被拆分重新组合到空间中，表现出一种令人难以忽视的美感。
电视墙双拼两圈45mm石膏线，迸发的力量感与原始顶面线条进行融合。米色与其他色调完美融合，为空间带来天然的优雅魅力。天气好的时候，客厅的飘窗区域就会被阳光洒满，女屋主常常会在此喝茶、看书，这种放松自在的状态是她为自己营造的纯粹世界。
夫妻与女儿的互动是生活中最重要的场景之一，所以选择体量感小且相对较矮的舒适家具，让三岁的女儿能轻松使用的同时也拥有更多的活动空间。
原始餐厅墙无装饰设计，我们将其改为4190mmx400mm的餐边柜，上下两层，储物空间充裕。曼妙感极强的抽象艺术油画、女屋主精心打理的鲜花、极简云石桌、现代翻转圆球吊灯，空间气氛通过巧妙安排相互协调，营造出柔美而现代感极强的装饰效果。
阳台纳入后与餐厅空间融合，运用客厅墙面的乳胶漆将其简单的区分。胭脂红陀螺椅子成为这个区域的点睛之笔，造型活泼，是夫妻为女儿和自己营造的生活趣味。
拆除原始主卧背景墙后整面铺贴墙布，图案以摩洛哥蓝与温柔米色相互交错，复古而典雅的色调很好地把控着空间的气氛与节奏，带着几分神秘与深沉，散发着宁静安然的自然力量。
次卧是预留给父母偶尔探访使用，整体色调以绛紫色呈现，优雅深邃的同时饱含浪漫的情韵。
我们在儿童房的构思上花费了很多心思，女儿今年三岁，一个可变性较强且同时富有趣味的空间对她的成长非常重要。首先我们将墙面做了分色处理，裸粉碰撞蜜桃色，优美动人又集少女气质的可爱单纯与娇嫩细腻。再搭配可爱造型的木屋床，仿佛整个世界都能被这份美满包围。
将生活阳台彻底的利用起来，划分为两个区域，储物 阳台。左侧靠窗位置设计3530mmx600mm的柜子，放置生活杂物，右侧则隔成了女儿的衣帽间 大件杂物间。因为空间非常明亮通透，配以白色乳胶漆混搭赭黄色瓷砖，阳光透过纱帘映照在百叶窗上时，惬意的氛围撩拨着身心与视感。
1.拆除原始玄关吧台与酒柜，改造为现代清爽的西厨。
2.将阳台纳入客厅，使空间更明亮通透。
3.生活阳台改造为储物空间。
House Type：五室两厅
Service Pattern：精装房 全案设计 硬装局改
Project Address：成都.天誉
Completion：2020
Design Agency：成都宏福樘设计",住宅空间,平层
